축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
광주프린지페스티벌 양산호수공원,광주광역시 북구 양산호수공원,2021-09-25,2021-10-01,문화로 찾아가는 우리 동네 희망예술가+각 회차별 다양한 공연+체험활동 및 플리마켓 진행,광주문화재단,광주광역시,,062-670-7967,http://www.fringefestival.kr/default/index.php,,광주광역시 북구 하서로 311,,35.20276943,126.8736492,2022-01-01,6290000,광주광역시
빌라이트(Belight) in 북구 비엔날레 문화콘서트,광주광역시 북구 비엔날레전시관 광장,2021-07-03,2021-08-28,한여름밤의 문화산책+비엔날레 미디어파사드와 함께 즐겨요,광주광역시 북구,문화체육관광부+광주광역시,,062-410-8228,https://bukgu.gwangju.kr/board.es?mid=a10201110000&bid=0315content,,광주광역시 북구 비엔날레로 111,,35.18309828,126.8892087,2022-01-01,6290000,광주광역시
광주문화재야행,광주광역시 동구 문화전당로 38,2021-09-03,2012-09-17,야간문화 향유 및 체험,광주 동구,광주 동구청,문화재청,062-608-8919,https://www.gjnight.com/,https://www.gjnight.com/,광주광역시 동구 예술길 18-1(궁동),광주광역시 동구 궁동 51-25,35.15009066,126.918158,2022-01-01,6290000,광주광역시
봉황각 3.1독립운동 재현행사,서울특별시 강북구 우이동 봉황각 일원,2022-03-01,2022-03-01,도선사 타종+손병희묘소 참배,서울특별시 강북구청,서울특별시 강북구청,천도교 중앙총부,02-901-6203,www.gangbuk.go.kr,,서울특별시 강북구 삼양로173길 107-12,서울특별시 강북구 우이동 254,37.66019851,127.0060603,2022-12-12,3080000,서울특별시 강북구
4.19혁명 국민문화제,서울특별시 강북구 국립4.19 민주묘지 및 강북구 일원,2022-04-09,2022-04-19,4.19혁명 기념+국민문화제,4.19혁명 국민문화제위원회,4.19 3개단체+서울특별시 강북구청,국가보훈처+서울특별시+서울특별시 교육청+KBS,02-901-6205,,,서울특별시 강북구 도봉로89길 13,서울특별시 강북구 수유동 192-59,37.63918553,127.0254518,2022-12-12,3080000,서울특별시 강북구
종교연합바자회,서울특별시 강북구 한신대신학대학원,2022-10-08,2022-10-08,종교연합 바자회 기증물품 판매+문화공연 수익금전액 난치병어린이돕기 후원,서울특별시 강북구 관내 3종교연합,서울특별시 강북구 관내 3종교연합,서울특별시 강북구+티브로드+한신대학교+신학대학원,02-901-6204,www.gangbuk.go.kr,,서울특별시 강북구 인수봉로 159,서울특별시 강북구 수유동 498-16,37.6350142,127.0129382,2022-12-12,3080000,서울특별시 강북구
지용제,정지용생가 등 구읍 일원,2022-09-22,2022-09-25,지용문학상 시상식 및 정지용 음악회 전국시조경창대회 정지용시 낭송대회 등,충청북도 옥천군청 옥천문화원,충청북도 옥천군청,문화체육관광부 + 충청북도,043-730-3403,https://www.oc.go.kr/jy/index.do,,충청북도 옥천군 옥천읍 향수길 56,충청북도 옥천군 옥천읍 하계리 39,36.3149382,127.581608,2022-10-01,6430000,충청북도
제27회 낙안읍성 민속문화축제,낙안읍성 일원,2022-10-21,2022-10-23,"전통문화 경연, 재현, 체험행사, 부대행사",전라남도 순천시청,전라남도 순천시청,,061-749-8838,,축제일정 변동가능,전라남도 순천시 낙안면 충민길 1,,,,2022-09-19,4820000,전라남도 순천시
청주문화재야행,청주 원도심 일대,2022-08-27,2022-08-28,"초정행궁달빛마실 청주성탈환극 늴리리10,000보 각종야경콘텐츠 등",충청북도 청주시 청주문화산업진흥재단,충청북도 청주시청,,043-219-1129,https://cjculturenight.org/index.php,,충청북도 청주시 상당구 성안로 39-2,충청북도 청주시 상당구 남문로2가 48-19,36.63330024,127.4893028,2022-10-01,6430000,충청북도
음성품바축제,설성공원 일원,2022-09-21,2022-09-25,전국 품바 길놀이 퍼레이드 글로벌 품바 래퍼 경연대회 품바뮤지컬 품바왕 선발대회 등,충청북도 음성군청 음성품바축제 기획실무위원회,충청북도 음성군청 축제추진위원회 + 음성예총,문화체육관광부 + 충청북도 + 음성군,043-871-3402,http://pumba21.com/index.php,,충청북도 음성군 음성읍 설성공원길 28,충청북도 음성군 음성읍 읍내리 817-242,36.9327833,127.691003,2022-10-01,6430000,충청북도
2022 보은대추축제,온라인,2022-10-14,2022-10-23,대추나무 랜선걸렸네 보은대추송챌린지 생대추유튜브홈쇼핑 대추플래시몹 등,충청북도 보은군청 보은축제추진위원회,충청북도 보은군청,,043-540-3393,http://boeunjujube.com/,,충청북도 보은군 보은읍 군청길 38,충청북도 보은군 보은읍 이평리 45,,,2022-10-01,6430000,충청북도
여르미오페스티벌,안산시 문화광장,2015-08-08,2015-08-08,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com//lay2/S1T54C56/contents.do,대부도,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2023-02-21,3930000,경기도 안산시
제3회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,2015-09-19,2015-09-19,기념음악회+ 체험박람회+ 작품발표회+ 사생대회 등,경기도 안산시,경기도 안산시청,경기도+ 국가보훈처,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,2023-02-21,3930000,경기도 안산시
안산국제거리극축제,안산시 문화광장,2016-05-05,2016-05-08,순수예술축제,경기도 안산시,경기도 안산시청,경기도 안산시,031-481-4030,https://www.ansanart.com/index.do,대부도,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2023-02-21,3930000,경기도 안산시
여르미오페스티벌,안산시 문화광장,2016-08-13,2016-08-13,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,https://www.ansanart.com//lay2/S1T54C56/contents.do,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.318426,126.823108,2023-02-21,3930000,경기도 안산시
제4회 상록수문화제,본오3동공영주차장+상록수공원 및 샘골로 일대,2016-09-10,2016-09-10,기념음악회+ 체험박람회+ 작품발표회+ 거리퍼레이드 등,경기도 안산시,경기도 안산시청,국가보훈처,031-481-3040,https://www2.ansan.go.kr/choiyongshin/main/main.do,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.299644,126.8627402,2023-02-21,3930000,경기도 안산시
안산국제거리극축제,안산문화광장 및 안산시 일대,2017-05-05,2017-05-07,순수예술축제,경기도 안산시,경기도 안산시청,문화체육관광부+ 경기관광공사+ 한국문화예술위원회+ 한국지역진흥재단,031-481-0531,https://www.ansanart.com/index.do,대부도+ 원곡동 다문화거리,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.310742,126.829822,2023-02-21,3930000,경기도 안산시
영산강 서창들녁 억새축제,영산강(극락교~서창교 3.5km)일원,2023-10-13,2023-10-22,공식행사+걷기행사+생태환경콘서트+억새생태포토존+체험행사 등,광주광역시 서구,광주광역시 서구,광주광역시+광주환경공단,062-350-4792,https://www.seogu.gwangju.kr/sgfesta/,,광주광역시 서구 서창둑길 377,광주광역시 서구 벽진동 505-1,35.13849306,126.8287574,2023-02-28,3600000,광주광역시 서구
치악산찰옥수수축제,문막체육공원,2023-07-01,2023-07-01,지역 옥수수 판매 및 농특산물 직거래장터 운영 등,문막농업협동조합,문막농업협동조합,강원도 원주시청,033-737-1164,,,,강원도 원주시 문막읍 문막리 329-45,37.3087155,127.8115249,2023-02-17,4190000,강원도 원주시
체험문화축제,예스파크,2022-10-15,2022-10-16,음식만들기+공예체험+스포츠 놀이체험,(사)이천농촌나드리,경기도 이천시,경기도 이천시,031-636-2723,http://www.2000green.com,예스파크+이천농촌나드리,경기도 이천시 신둔면 도자예술로5번길 109,경기도 이천시 신둔면 고척리 599-6,37.29309775,127.385686,2022-12-20,4070000,경기도 이천시
장보고수산물축제,해변공원+장보고기념관 일원,2022-05-05,2022-05-08,전통노젓기+해조류김밥만들기+열린무대 등,완도장보고수산물축제 추진위원회,전라남도 완도군청,전라남도청+농협중앙회완도군지부,061-550-5411,www.wando.go.kr,,전라남도 완도군 완도읍 해변공원로 24,전라남도 완도군 완도읍 군내리 1443-1,34.31744706,126.7527592,2022-12-20,4990000,전라남도 완도군
청산도슬로걷기축제,청산도일원,2022-04-09,2022-05-08,나비야청산가자+명사와 함께걷기힐링토크 등,청산도슬로우걷기축제추진위원회,전라남도 완도군청,전라남도 완도군청,061-550-5433,www.wando.go.kr,,전라남도 완도군 청산면 청산로 46,전라남도 완도군 청산면 도청리 1173-10,34.17971074,126.8577891,2022-12-20,4990000,전라남도 완도군
천안흥타령춤축제,삼거리공원,2023-10-05,2022-10-09,춤경연대회(전국춤경연대회+국제춤 대회+거리퍼레이드 등)+전시홍보 부스운영(중소기업제품판매+천안 농산물 홍보 및 체험한마당 등)+부대체험행사,천안문화재단,천안문화재단,,041-900-7020,,,충청남도 천안시 서북구 번영로 208,,36.8190982,127.1132992,2022-12-05,4490000,충청남도 천안시
입장거봉포도축제,입장거봉포도휴게소,2022-09-02,2022-09-12,입장거봉포도 휴게소 내 드라이브스루 시식코너+판매장 운영,입장거봉포도축제추진위원회,입장거봉포도축제추진위원회,,041-521-6847,,,충청남도 천안시 서북구 입장면 하장4길 19,,36.91362961,127.2197586,2022-12-05,4490000,충청남도 천안시
천안성환배축제,성환문화회관,2022-10-17,2022-10-28,성환배 판매장 운영(일자 변경 가능),성환청년회의소,성환청년회의소,,041-581-1771,,,충청남도 천안시 서북구 성환읍 성진로 15,,36.91253596,127.1366796,2022-12-05,4490000,충청남도 천안시
천안호두축제,광덕쉼터,2022-10-08,2022-10-09,천안호두 드라이브스루 판매 및 홍보영상제작,천안시호두축제추진위원회,천안시호두축제추진위원회,,041-521-4701,,,충청남도 천안시 동남구 광덕면 광덕리 403,,36.67384328,127.053876,2022-12-05,4490000,충청남도 천안시
백화산 해맞이 행사,백화산 정상,2022-01-01,2022-01-01,신년 해맞이 소원 풍선 날리기,태안청년회의소,태안청년회의소,,041-670-2768,,,충청남도 태안군 태안읍 상옥리 산139-2,충청남도 태안군 태안읍 상옥리 산139-2,36.7674649,126.3019641,2022-12-01,4620000,충청남도 태안군
연포 해맞이 행사,연포해수욕장,2022-01-01,2022-01-01,신년 해맞이 소원 풍선 날리기,연포해수욕장번영회,연포해수욕장번영회,,041-670-2768,,,충청남도 태안군 근흥면 도황리 1526-170,충청남도 태안군 근흥면 도황리 1526-170,36.69434027,126.2101823,2022-12-01,4620000,충청남도 태안군
2022 청양고추구기자 축제,백세건강공원,2022-08-26,2022-08-28,공연+전시+판매+체험+부대행사 등,청양고추구기자축제추진위원회,청양고추구기자축제추진위원회,충청남도 청양군,041-940-2193,www.칠갑마루.com,칠갑마루+청양고추+청양구기자,,충청남도 청양군 청양읍 읍내리 377-10,,,2022-11-30,4590000,충청남도 청양군
제23회 칠갑산장승문화축제,칠갑산장승공원,2022-10-29,2022-10-30,대장승퍼레이드+장승대제+전통 장승깎기,칠갑산장승문화축제추진위원회,칠갑산장승문화축제추진위원회,충청남도 청양군,041-940-2193,,칠갑산+장승공원+장승,충청남도 청양군 대치면 장곡길119-17,충청남도 청양군 대치면 장곡리 75,36.40982229,126.8501828,2022-11-30,4590000,충청남도 청양군
증평들노래축제,증평민속체험박물관,2022-10-22,2022-10-23,"핵심프로그램(장뜰두레농요 시연)+전통 농경문화를 테마로 한 공연, 전시·체험프로그램 운영+체험행사(고구마캐기·논놀이·농경체험·오감체험 등)+전시행사(사진전시·국화전시 등)",증평예총,증평들노래축제추진위원회,충청북도 증평군청,043-835-4143,https://www.jp.go.kr/tour/prog/tursmCn/sub03_02/view.do?progNo=p00000006370bi3vF1tv,,충청북도 증평군 증평읍 둔덕길 89,충청북도 증평군 증평읍 남하리 91,36.7638867,127.5955697,2022-11-30,5570000,충청북도 증평군
증평인삼골축제,증평보강천체육공원,2022-10-06,2022-10-09,"핵심프로그램(인삼캐기체험·홍삼포크삼겹살대잔치)+인삼, 홍삼포크를 테마로 한 공연·전시·체험프로그램 운영+개막 공연 및 문화공연(열린콘서트·인삼골합창제·인삼골군악콘서트)+경연행사(국제청소년페스티벌·인삼장사씨름대회·인삼골가요제·증평인삼어린이사생대회·백곡김득신백일장)+기타 전시·체험행사·참여행사 등",증평문화원,증평인삼골축제추진위원회,충청북도 증평군청,043-835-3977,https://www.jp.go.kr/tour/prog/tursmCn/sub03_01/view.do?progNo=p00000006356hw4uR8as,,,충청북도 증평군 증평읍 송산리 217,36.78615603,127.5746346,2022-11-30,5570000,충청북도 증평군
마노르블랑 수국축제,마노르블랑카페,2022-04-18,2022-08-31,수국축제의 향연. 전세계 30여종 7천여본 수국들을 만나다,마노르블랑,마노르블랑,,064-794-0999,https://manorblanc.modoo.at/,,제주특별자치도 서귀포시 안덕면 일주서로2100번길 46,,,,2022-06-13,6500000,제주특별자치도
주안미디어문화축제,옛시민회관 쉼터,2022-09-23,2022-09-25,미추홀의 특색있는 문화자원과 미디어 분야의 융합 콘텐츠를 만날 수 있는 축제 프로그램,인천광역시 미추홀구청,인천광역시 미추홀구청,,032-880-7978,https://www.michuhol.go.kr/culture/main.do,,,인천광역시 미추홀구 주안동 190-4,37.4588336,126.6796135,2022-11-30,3510500,인천광역시 미추홀구
금천하모니축제 2021,금천구청 광장 일대,2023-05-12,2023-05-14,메인공연 및 주민탈춤 퍼포먼스+안양천 빛길 조성+플리마켓 등,금천문화재단,서울특별시 금천구청+금천문화재단,서울특별시청,02-2627-1442,https://gcfac.or.kr/content?gcfac_menu_cd=U0107,,서울특별시 금천구 시흥대로73길 70,서울특별시 금천구 시흥동 1020,37.45706565,126.8960369,2023-02-28,3170000,서울특별시 금천구
제14회 오산 독산성 문화제,독산성 세마대지+고인돌 공원 등,2023-10-21,2023-10-22,독산성의 역사적 배경인 권율장군 지혜의 승전을 기념하는 오산시 대표문화제,경기도 오산시청,오산문화재단,,031-379-9924,https://www.doksanseong.kr/,,,경기도 오산시 금암동 520,37.17234844,127.0489504,2023-02-28,4000000,경기도 오산시
